p1fluents,p1operators,p2fluents,p2operators,variables,clauses,simplified_variables,simplified_clauses,outcome,sat_operator_profiling_time,sat_constraint_propagation_time,sat_fluents_images_time,sat_operators_images_time,sat_morphism_property_time,sat_bijection_property_time,sat_fluents_injectivity_time,sat_operators_injectivity_time,sat_translation,sat_solving,total_time
69,529,45,225,122130,38883150,1719135,6983490,100,0.1,0.6,0.2,98.3,1.9,10.5,0.1,41.0,153.0,144.9,298.0
